fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2011	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	Deobligation	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-385522.3125	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	16266.0000	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2011	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	4489308.0000	2
2011	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	104441.3906	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Full Competition (Multiple Offers)	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Deobligation	>2-7 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	-47775.0615	3
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3303458.7539	8
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	$250 thousand - <$1 million	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	729389.0000	3
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Follow on to competed action)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	34572.0000	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	288198.9063	2
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	12491814.0000	2
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	-19149.7500	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	13862.0000	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	26786.0000	5
2011	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	266914.0000	9
2011	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	11969.2197	1
2011	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	288066.0391	7
2011	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2011	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	240692.7656	3
2011	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	$100 - <$500 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	196358832.0000	2
2011	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	0
2011	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Zero value	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-2802118.4400	7
2013	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Full Competition (Multiple Offers)	Two Offers	Modified Definitive Contract	Large: Big 6	$100 - <$500 million	>2-4 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	154399212.0000	17
2013	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	-2202147.7600	2
2013	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	59787369.0000	1
2013	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	20400.7100	2
2013	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Army	ERS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large	$25 - <$100 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	46536594.2500	18
2013	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	8914068.4800	8
2013	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-52141.2900	1
2013	2017-09-13 12:23:09.423	Defense	Army	Launchers & Munitions	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	10544079.0000	3
2013	2017-09-13 12:23:09.423	Defense	Army	PAMS	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-583897.1600	1
2013	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	Deobligation	>4 years	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-1759999.9800	4
2013	2017-09-13 12:23:09.423	Defense	Army	R&D	Full Competition (Multiple Offers)	3-4 Offers	NULL	Medium <1B	$5 - <$25 million	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5625217.0000	36
2013	2017-09-13 12:23:09.423	Defense	DLA	Other	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	Less than $250 thousand	>2-7 Months	PBL-DLA-PBLLike	PBL-DLA-PBLLike	NULL	NULL	1	111374.8600	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-GoviniSolicitation	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	112655.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$5 - <$25 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	29400000.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Zero value	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	653738.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	6860000.0000	1
2012	2017-09-13 12:23:09.423	Defense	Air Force	ICT	No Competition (Other Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	150000.0000	4
2012	2017-09-13 12:23:09.423	Defense	Air Force	Other	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	102971.3281	1
2012	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	$25 - <$100 million	>7-12 Months	PBL-Announcement	NULL	PBL-Announcement	NULL	1	21800863.5625	12
2012	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	>4 years	PBL-FPDSdescribed	NULL	PBL-GoviniDescribed	PBL-FPDSdescribed	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	522650.9688	1
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-293252.1328	6
2012	2017-09-13 12:23:09.423	Defense	Army	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-16265.0000	2
2012	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	20793416.9141	10
2012	2017-09-13 12:23:09.423	Defense	Army	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	5858511.0469	9
2012	2017-09-13 12:23:09.423	Defense	Army	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2012	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	Definitive Contract	Large	$100 - <$500 million	>7-12 Months	PBL-FPDSdescribed	NULL	PBL-GoviniDescribed	PBL-FPDSdescribed	1	2211543.0000	1
2012	2017-09-13 12:23:09.423	Defense	DLA	ICT	No Competition (Follow on to competed action)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>7-12 Months	PBL-FPDSdescribed	NULL	PBL-DoD-ZBLs	PBL-FPDSdescribed	1	944510.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	3872554.0000	4
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	36047614.0000	3
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Zero value	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-2371558.5000	4
2012	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1628646.0000	2
2012	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$25 - <$100 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	25301317.0000	2
2012	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	NULL	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Definitive Contract	Large	$100 - <$500 million	>7-12 Months	PBL-FPDSdescribed	NULL	PBL-GoviniDescribed	PBL-FPDSdescribed	1	52058456.0000	1
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-438543.5196	5
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	11562.4101	2
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	118530.0000	4
2012	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	Zero value	>7-12 Months	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	4
2012	2017-09-13 12:23:09.423	Defense	Army	ICT	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	18819231.2500	12
2012	2017-09-13 12:23:09.423	Defense	Army	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1992835.0664	6
2012	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	Zero value	>4 years	PBL-FPDSdescribed	NULL	PBL-Announcement	PBL-FPDSdescribed	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Army	R&D	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	$25 - <$100 million	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	50915892.4473	23
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	949755.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$5 - <$25 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	39320347.0000	11
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	Deobligation	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	1
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>7-12 Months	PBL-FPDSdescribed	NULL	NULL	PBL-FPDSdescribed	1	0.0000	2
2012	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	96221799.4532	9
2012	2017-09-13 12:23:09.423	Defense	Other DoD	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-2707305.0000	1
2012	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-39640.5117	1
2012	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	7889737.5000	1
2012	2017-09-13 12:23:09.423	Defense	Other DoD	ICT	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-11071.0596	1
2012	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-13700.8603	3
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large	Zero value	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	10538.2100	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	213470.1300	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	2
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$1 - <$5 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	7608587.0000	13
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	$25 - <$100 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	31797016.0000	9
2013	2017-09-13 12:23:09.423	Defense	Air Force	Aircraft	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large	Less than $250 thousand	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3243.0000	1
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1046588.1900	28
2013	2017-09-13 12:23:09.423	Defense	Air Force	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	24151.1900	2
