fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2013,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,1766452.0000,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-1443.3800,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,NULL,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,1,0,0,2,0.0000,NULL
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,0,1238015.0000,4
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,11774499.0000,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,96272.0000,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,2,1,0,0,2,0.0000,0
2013,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,FRS&C,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-11881.0300,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,1425602.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,3158.6700,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,542.1000,4
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,6065.9700,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,12865.7700,2
2015,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),3-4 Offers,NULL,Large,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,544670.0500,33
2015,2017-09-13 14:58:58.833,Defense,DLA,Other,Competition with single offer,One Offer,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,0,0,0,2,32104.0800,3
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,NULL,Large,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-989879.0400,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,NULL,Large: Big 6 JV,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,4,1,0,0,2,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,13364234.0000,6
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Zero value,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,0.0000,2
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,1,0,0,2,1119808.7400,3
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,26599942.9000,5
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,-329941.3300,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>4 years,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,4,0,0,2,0,0.0000,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,53297.0000,3
2015,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,2,1,0,0,2,13503.0000,2
2015,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large,$5 - <$25 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,0,0,0,2,18150657.8500,1
2015,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,4,1,0,0,2,30857391.1600,2
2015,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,51524999.9700,2
2015,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,2,0,0,0,2,260281.9200,1
2015,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,-280713.9100,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,0,800000.0000,8
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,941593.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,261894.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,33671691.0000,7
2012,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,2,0.0000,3
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-Announcement,NULL,PBL-Announcement,NULL,0,2,1,0,0,0,0.0000,0
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,445578.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,4130002.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-756673.6250,2
2012,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$5 - <$25 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,20847010.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,59198.2383,2
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,-490683.7813,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,679255.5782,8
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-53944.0000,1
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,426294.8438,5
2012,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,0,1081600.0000,2
2009,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Other Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,0,10000.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Other Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,230339.7031,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,Other,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,60000.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,319085.7890,2
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,26680.6602,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,2,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,13498546.0000,12
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,27355475.0000,7
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,0,-427000.0000,2
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,0,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Air Force,R&D,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,29468.9004,1
2009,2017-09-13 14:58:58.833,Defense,Army,Aircraft,Full Competition (Multiple Offers),5-9 Offers,Modified Definitive Contract,Large,$100 - <$500 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,304794827.8680,104
2009,2017-09-13 14:58:58.833,Defense,Army,Aircraft,Full Competition (Multiple Offers),Two Offers,Modified Definitive Contract,Medium <1B,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,1
2009,2017-09-13 14:58:58.833,Defense,Army,Aircraft,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$100 - <$500 million,>4 years,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,4,1,0,2,0,210922799.1250,34
2009,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,10817959.0000,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,9
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,No Competition (Other Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,13560.0000,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,5
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Large,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,2,0,31366110.4800,9
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-15413.1200,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,4476978.8400,10
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-30412.3200,1
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,2,82974262.4200,9
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,1,2,202724.7900,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,33558.0100,3
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1393932.5000,6
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-5386000.0000,7
2013,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,0.0000,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,R&D,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,42792.9500,2
2013,2017-09-13 14:58:58.833,Defense,Air Force,R&D,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,1,0,0,2,79364.6000,1
2013,2017-09-13 14:58:58.833,Defense,Army,Aircraft,Full Competition (Multiple Offers),5-9 Offers,NULL,Large,$100 - <$500 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,5683.3200,1
2013,2017-09-13 14:58:58.833,Defense,Army,Aircraft,Full Competition (Multiple Offers),Two Offers,Modified Definitive Contract,Medium <1B,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,6473793.1300,19
2013,2017-09-13 14:58:58.833,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,-262760.8700,1
