fiscal_year,subcustomer,customer,MaxOfPSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,MaxOfIsOfficialPBL,MaxOfIsPerformanceBasedLogistics,ObligatedAmount
2010,Army,Defense,2,1,1,0,0,NULL,NULL,427174723.9
2010,Army,Defense,2,1,1,1,2,NULL,NULL,342217909.8
2010,Army,Defense,4,0,0,0,0,NULL,NULL,6169967094
2010,Army,Defense,4,0,0,1,2,NULL,NULL,637665961.2
2010,Army,Defense,4,0,1,0,2,NULL,NULL,2045962327
2010,Army,Defense,4,0,1,2,0,NULL,NULL,334639842.9
2010,Army,Defense,4,1,0,0,2,NULL,NULL,432955082.4
2010,Army,Defense,4,1,0,2,0,NULL,NULL,302475880.4
2010,Army,Defense,4,1,1,1,0,NULL,NULL,153997503.6
2010,Army,Defense,4,1,1,2,2,NULL,NULL,42129764.01
2010,DLA,Defense,2,0,1,2,2,NULL,NULL,345936.83
2010,DLA,Defense,2,1,0,2,2,NULL,NULL,9502108.36
2010,DLA,Defense,2,1,1,1,2,NULL,NULL,54476923.15
2010,DLA,Defense,4,0,0,1,2,NULL,NULL,19434531.32
2010,DLA,Defense,4,0,1,0,2,NULL,NULL,535442798.8
2010,DLA,Defense,4,0,1,2,0,NULL,NULL,366240
2010,DLA,Defense,4,1,0,0,2,NULL,NULL,106826621.8
2010,DLA,Defense,4,1,0,2,0,NULL,NULL,0
2010,DLA,Defense,4,1,1,2,2,NULL,NULL,34462693.05
2010,MDA,Defense,NULL,0,0,0,0,NULL,NULL,42925733.46
2010,MilitaryHealth,Defense,2,0,0,0,2,NULL,NULL,1397622.23
2010,MilitaryHealth,Defense,2,1,0,2,2,NULL,NULL,406708.81
2010,MilitaryHealth,Defense,4,0,1,0,2,NULL,NULL,1235605.12
2010,MilitaryHealth,Defense,4,0,1,2,0,NULL,NULL,0
2010,MilitaryHealth,Defense,4,1,0,0,2,NULL,NULL,68824
2010,Navy,Defense,2,0,0,1,0,NULL,NULL,497379283.4
2010,Navy,Defense,2,0,0,2,2,NULL,NULL,735155850.5
2010,Navy,Defense,2,0,1,0,0,NULL,NULL,2007268484
2010,Navy,Defense,2,0,1,1,2,NULL,NULL,207272342.1
2010,Navy,Defense,2,1,0,0,0,NULL,NULL,319036336.6
2010,Navy,Defense,2,1,0,1,2,NULL,NULL,861830504.5
2010,Navy,Defense,2,1,1,0,2,NULL,NULL,1030339751
2010,Navy,Defense,2,1,1,2,0,NULL,NULL,23687469.67
2010,Navy,Defense,4,0,0,0,2,NULL,NULL,556845965.4
2010,Navy,Defense,4,0,0,2,0,NULL,NULL,3417417624
2010,Navy,Defense,4,0,1,1,0,NULL,NULL,66769708.58
2010,Navy,Defense,4,0,1,2,2,NULL,NULL,31401619.39
2010,Navy,Defense,4,1,0,1,0,NULL,NULL,1166437442
2010,Navy,Defense,4,1,0,2,2,NULL,NULL,5136145550
2010,Navy,Defense,4,1,1,0,0,NULL,NULL,482889859.6
2010,Navy,Defense,4,1,1,1,2,NULL,NULL,247512907
2010,Other DoD,Defense,NULL,1,1,2,2,NULL,NULL,1246961.31
2010,Other DoD,Defense,2,0,0,0,2,NULL,NULL,688658046.5
2010,Other DoD,Defense,2,0,0,2,0,NULL,NULL,117386818
2010,Other DoD,Defense,2,0,1,1,0,NULL,NULL,37731205.16
2010,Other DoD,Defense,2,0,1,2,2,NULL,NULL,201816486.4
2010,Other DoD,Defense,2,1,0,1,0,NULL,NULL,3834655.52
2010,Other DoD,Defense,2,1,0,2,2,NULL,NULL,181031208.1
2010,Other DoD,Defense,2,1,1,0,0,NULL,NULL,19400921.1
2010,Other DoD,Defense,2,1,1,1,2,NULL,NULL,10957251.17
2010,Other DoD,Defense,4,0,0,0,0,NULL,NULL,170251644
2010,Other DoD,Defense,4,0,0,1,2,NULL,NULL,444818902.1
2010,Other DoD,Defense,4,0,1,0,2,NULL,NULL,990048980.2
2010,Other DoD,Defense,4,0,1,2,0,NULL,NULL,40663050.05
2010,Other DoD,Defense,4,1,0,0,2,NULL,NULL,97159531.54
2010,Other DoD,Defense,4,1,0,2,0,NULL,NULL,48749071.39
2010,Other DoD,Defense,4,1,1,1,0,NULL,NULL,879897.39
2010,Other DoD,Defense,4,1,1,2,2,0,1,-226509.06
2011,Air Force,Defense,NULL,0,0,1,0,NULL,NULL,1024511016
2011,Air Force,Defense,NULL,0,0,2,2,NULL,NULL,3011939720
2011,Air Force,Defense,NULL,0,1,0,0,NULL,NULL,668990495.6
2011,Air Force,Defense,NULL,0,1,1,2,NULL,NULL,85827688.53
2011,Air Force,Defense,NULL,1,0,0,0,NULL,NULL,1721205172
2011,Air Force,Defense,NULL,1,0,1,2,NULL,NULL,1084151459
2011,Navy,Defense,4,1,1,1,0,NULL,NULL,75326896.18
2011,Navy,Defense,4,1,1,2,2,NULL,NULL,46992114.5
2011,Other DoD,Defense,2,1,1,0,2,1,1,-10152
2011,Other DoD,Defense,4,0,0,0,2,1,1,-0.04
2011,Other DoD,Defense,4,1,0,0,2,0,1,1585553
2011,Other DoD,Defense,4,1,1,1,0,0,1,-2385731.37
2011,Other DoD,Defense,4,1,1,2,2,0,1,-69000
2012,Air Force,Defense,NULL,0,0,1,2,1,1,389077
2012,Air Force,Defense,NULL,1,0,0,2,1,1,23108.79
2012,Air Force,Defense,4,1,1,1,2,1,1,1498914830
2012,Army,Defense,NULL,1,1,2,2,NULL,NULL,156715687.3
2012,Army,Defense,2,0,0,0,0,1,1,40970077.98
2012,Army,Defense,2,0,0,0,2,0,0,413142
2012,Army,Defense,2,0,0,1,2,1,1,4421250.89
2012,Army,Defense,2,1,0,0,0,0,1,13741987.11
2012,Army,Defense,4,0,0,1,0,1,1,25108511.16
2012,Army,Defense,4,1,0,0,0,1,1,461549613
2012,DLA,Defense,4,0,0,0,2,1,1,2044846
2012,DLA,Defense,4,1,1,1,2,1,1,0
2012,Navy,Defense,NULL,0,1,0,2,1,1,-219778
2012,Navy,Defense,NULL,1,1,0,2,0,1,834337.42
2012,Navy,Defense,2,0,0,1,0,NULL,NULL,756837662.9
2012,Navy,Defense,2,0,0,1,2,1,1,-4575
2012,Navy,Defense,2,0,0,2,2,0,1,73450857.54
2012,Navy,Defense,2,0,1,0,0,NULL,NULL,1483760058
2012,Navy,Defense,2,0,1,0,2,1,1,33368067.93
2012,Navy,Defense,2,1,0,0,0,NULL,NULL,494681651.2
2012,Navy,Defense,2,1,0,1,2,0,1,0
2012,Navy,Defense,2,1,1,0,2,0,1,24383353.12
2012,Navy,Defense,2,1,1,2,2,1,1,7026645.24
2012,Navy,Defense,4,0,0,0,2,0,1,25000.01
2012,Navy,Defense,4,0,0,1,0,1,1,2138342.26
2012,Navy,Defense,4,0,0,2,0,0,1,83606273
2012,Navy,Defense,4,1,0,1,0,0,1,16349332
2012,Navy,Defense,4,1,0,2,2,0,1,32707119.25
2012,Navy,Defense,4,1,1,0,0,0,1,-4
2012,Navy,Defense,4,1,1,0,2,1,1,647190266.3
2012,Other DoD,Defense,NULL,0,0,0,0,NULL,NULL,675175244.7
2012,Other DoD,Defense,NULL,0,0,1,2,NULL,NULL,196029645.1
2012,Other DoD,Defense,NULL,0,1,0,2,NULL,NULL,883863189.4
2012,Other DoD,Defense,NULL,0,1,2,0,NULL,NULL,52628025.16
2012,Other DoD,Defense,NULL,1,0,0,2,NULL,NULL,96641487.6
2012,Other DoD,Defense,NULL,1,0,2,0,NULL,NULL,186856.04
2012,Other DoD,Defense,NULL,1,1,1,0,NULL,NULL,11939486.94
2012,Other DoD,Defense,NULL,1,1,2,2,NULL,NULL,310067.75
2012,Other DoD,Defense,2,1,1,2,2,NULL,NULL,2205307.67
2012,Other DoD,Defense,4,0,0,2,2,NULL,NULL,1020026673
2012,Other DoD,Defense,4,0,1,1,2,NULL,NULL,27183746.19
2012,Other DoD,Defense,4,1,0,1,2,NULL,NULL,8614198.22
2012,Other DoD,Defense,4,1,1,0,2,NULL,NULL,438991245.6
2012,Other DoD,Defense,4,1,1,2,0,NULL,NULL,8831739.41
2013,Air Force,Defense,NULL,0,1,2,2,NULL,NULL,55352297.57
2013,Air Force,Defense,NULL,1,0,2,2,NULL,NULL,211548450.2
2013,Air Force,Defense,NULL,1,1,1,2,NULL,NULL,50654349.16
2013,Air Force,Defense,2,0,0,0,0,1,1,-1221508.782
2013,Air Force,Defense,2,0,0,1,2,1,1,173242545.4
2013,Air Force,Defense,2,1,0,0,2,1,1,37283807.91
2013,Air Force,Defense,2,1,1,0,2,0,1,51421484.33
2013,Air Force,Defense,2,1,1,1,0,1,1,9090893
2013,Air Force,Defense,4,1,0,1,0,0,1,1335938
2013,Air Force,Defense,4,1,1,0,0,0,1,80051434.05
2013,Air Force,Defense,4,1,1,2,2,NULL,NULL,292419647.6
2013,Army,Defense,NULL,0,0,0,2,NULL,NULL,12854159150
2013,Army,Defense,NULL,0,0,2,0,NULL,NULL,1539859057
2013,Army,Defense,NULL,0,1,1,0,NULL,NULL,140433196.5
2013,Army,Defense,NULL,1,0,1,0,NULL,NULL,329548322.2
2014,Air Force,Defense,4,1,0,1,2,NULL,NULL,2002098190
2014,Air Force,Defense,4,1,1,0,2,NULL,NULL,1131681008
2014,Air Force,Defense,4,1,1,2,0,NULL,NULL,197220248.8
2014,DLA,Defense,NULL,0,0,0,0,NULL,NULL,717343.2943
2014,DLA,Defense,NULL,0,0,0,2,1,1,110153.8716
2014,DLA,Defense,NULL,0,1,0,2,0,1,1523455.826
2014,DLA,Defense,2,0,0,0,2,1,1,368619.8629
2014,DLA,Defense,2,0,1,0,2,0,1,54590503.44
2014,MDA,Defense,2,0,0,0,0,NULL,NULL,402342.625
2014,MDA,Defense,2,0,0,1,2,NULL,NULL,1380434.27
2014,MDA,Defense,2,0,1,0,2,NULL,NULL,6372771.889
2014,MDA,Defense,2,1,0,0,2,NULL,NULL,-59592.9414
2014,MDA,Defense,2,1,0,2,0,NULL,NULL,1662719.467
2014,MDA,Defense,2,1,1,1,0,NULL,NULL,173756482.9
2014,MDA,Defense,4,0,0,1,0,NULL,NULL,162312528.9
2014,MDA,Defense,4,0,0,2,2,NULL,NULL,-767916.4565
2014,MDA,Defense,4,0,1,0,0,NULL,NULL,4184011.88
2014,MDA,Defense,4,0,1,1,2,NULL,NULL,4001000
2014,MDA,Defense,4,1,1,0,2,NULL,NULL,-65405.869
2014,Navy,Defense,NULL,1,1,0,2,1,1,139640
2014,Navy,Defense,2,1,1,2,2,NULL,NULL,2588005.923
2014,Navy,Defense,4,0,0,2,2,NULL,NULL,262619994.7
2014,Navy,Defense,4,0,1,1,2,NULL,NULL,42919444.09
2014,Navy,Defense,4,1,0,1,2,NULL,NULL,7481739933
2014,Navy,Defense,4,1,1,0,2,NULL,NULL,1114784129
2014,Navy,Defense,4,1,1,2,0,NULL,NULL,14340239.47
2014,Other DoD,Defense,NULL,1,1,0,0,1,1,-3572.96
2014,Other DoD,Defense,2,0,0,2,2,NULL,NULL,616530035.7
2014,Other DoD,Defense,2,0,1,1,2,NULL,NULL,29764352.35
2014,Other DoD,Defense,2,1,0,1,2,NULL,NULL,82836075.21
2014,Other DoD,Defense,2,1,1,0,2,NULL,NULL,178063976.6
2014,Other DoD,Defense,2,1,1,2,0,NULL,NULL,-2317331.869
2014,Other DoD,Defense,4,0,0,0,2,NULL,NULL,317380933.4
2014,Other DoD,Defense,4,0,0,2,0,NULL,NULL,335211352
2014,Other DoD,Defense,4,0,1,1,0,NULL,NULL,62645346.69
2014,Other DoD,Defense,4,0,1,2,2,NULL,NULL,74307847.12
2014,Other DoD,Defense,4,1,0,1,0,NULL,NULL,1883638.585
2014,Other DoD,Defense,4,1,0,2,2,NULL,NULL,60398869.53
2014,Other DoD,Defense,4,1,1,0,0,NULL,NULL,98189021.94
2014,Other DoD,Defense,4,1,1,1,2,NULL,NULL,51989462.77
2012,DLA,Defense,4,0,1,0,2,NULL,NULL,298164011.7
2012,DLA,Defense,4,1,0,0,2,NULL,NULL,310694025.4
2012,DLA,Defense,4,1,1,2,2,NULL,NULL,17919726.22
2012,MDA,Defense,NULL,0,0,0,2,NULL,NULL,17385711.56
2012,MDA,Defense,NULL,0,0,2,0,NULL,NULL,69933653.76
2012,MDA,Defense,NULL,0,1,1,0,NULL,NULL,158051312.3
2012,MDA,Defense,NULL,1,0,1,0,NULL,NULL,82259547.21
2012,MDA,Defense,NULL,1,1,0,0,NULL,NULL,115162544.8
2012,MDA,Defense,2,0,0,0,2,NULL,NULL,9236260.35
2012,MDA,Defense,2,0,0,2,0,NULL,NULL,492446423.1
2012,MDA,Defense,2,0,1,2,2,NULL,NULL,3916581.2
2012,MDA,Defense,2,1,0,1,0,NULL,NULL,-161000
2012,MDA,Defense,2,1,1,0,0,NULL,NULL,543182427.8
2012,MDA,Defense,4,0,0,0,0,NULL,NULL,382714366.4
2012,MDA,Defense,4,0,0,1,2,NULL,NULL,72625.3
2012,MDA,Defense,4,0,1,0,2,NULL,NULL,4524000
2012,MDA,Defense,4,1,0,0,2,NULL,NULL,479750
2012,MDA,Defense,4,1,1,1,0,NULL,NULL,-1109917.67
2012,MilitaryHealth,Defense,NULL,0,0,1,0,NULL,NULL,1019709
2012,MilitaryHealth,Defense,NULL,0,1,0,0,NULL,NULL,287286.03
2012,MilitaryHealth,Defense,2,0,0,1,0,NULL,NULL,8475264.1
2012,MilitaryHealth,Defense,2,0,0,2,2,NULL,NULL,6000096.73
2012,MilitaryHealth,Defense,2,0,1,0,0,NULL,NULL,0
2012,MilitaryHealth,Defense,2,1,0,1,2,NULL,NULL,46108.3
2012,MilitaryHealth,Defense,4,0,0,0,2,NULL,NULL,11452494.69
2012,MilitaryHealth,Defense,4,0,0,2,0,NULL,NULL,1387765.48
2012,MilitaryHealth,Defense,4,0,1,1,0,NULL,NULL,689866.6
2012,Navy,Defense,NULL,0,0,0,2,NULL,NULL,7364965192
2012,Navy,Defense,NULL,0,0,2,0,NULL,NULL,3542129140
2012,Navy,Defense,NULL,0,1,1,0,NULL,NULL,299483629.7
2012,Navy,Defense,NULL,0,1,2,2,NULL,NULL,38863642.63
2012,Navy,Defense,NULL,1,0,1,0,NULL,NULL,1723946207
2012,Navy,Defense,NULL,1,0,2,2,NULL,NULL,2645221960
2012,Navy,Defense,NULL,1,1,0,0,NULL,NULL,390901384.8
2012,Navy,Defense,NULL,1,1,1,2,NULL,NULL,58770103.75
2012,Navy,Defense,4,1,1,2,2,NULL,NULL,185327130.4
2012,Other DoD,Defense,2,0,0,2,2,1,1,0
2012,Other DoD,Defense,2,1,1,0,2,1,1,-1083901.47
2012,Other DoD,Defense,4,0,0,0,2,1,1,19599.06
2012,Other DoD,Defense,4,1,0,0,2,0,1,1514147
2012,Other DoD,Defense,4,1,1,0,0,1,1,-67225.28
2012,Other DoD,Defense,4,1,1,1,0,0,1,-4836406.06
2012,Other DoD,Defense,4,1,1,2,2,0,1,-74523.61
2013,Air Force,Defense,NULL,0,0,1,2,1,1,-244339.2422
2013,Air Force,Defense,NULL,1,0,0,2,1,1,79364.6016
2013,Air Force,Defense,2,0,0,1,0,NULL,NULL,246020359.7
2013,Air Force,Defense,2,0,1,0,0,NULL,NULL,373305313.7
2013,Air Force,Defense,2,1,0,0,0,NULL,NULL,196241928.1
2013,Army,Defense,NULL,0,0,0,2,0,0,-4300000
2013,Army,Defense,2,0,0,0,0,1,1,45952696.81
2013,Army,Defense,2,0,0,1,2,1,1,68650.31
2013,Army,Defense,2,0,1,0,2,1,1,11479625.5
2013,Army,Defense,2,1,0,0,0,0,1,12549087.15
2013,Army,Defense,2,1,0,0,2,1,1,-299639.59
2013,Army,Defense,4,0,0,1,0,1,1,-570495.4502
2013,Army,Defense,4,1,0,0,0,1,1,260084304
2013,DLA,Defense,4,0,0,0,2,1,1,152133.9375
2013,Navy,Defense,NULL,0,1,0,2,1,1,70820
2013,Navy,Defense,NULL,1,1,0,2,0,1,374322.0195
2013,Navy,Defense,2,0,0,1,0,NULL,NULL,966185392.6
2013,Navy,Defense,2,0,0,2,2,NULL,NULL,926915674.5
2013,Navy,Defense,2,0,1,0,0,NULL,NULL,1157010241
2013,Navy,Defense,2,0,1,1,2,NULL,NULL,207624334
2013,Navy,Defense,2,1,0,0,0,NULL,NULL,507908058.6
2013,Navy,Defense,2,1,0,1,2,NULL,NULL,674035684.6
2013,Navy,Defense,2,1,1,0,2,NULL,NULL,1451334175
2013,Navy,Defense,2,1,1,2,0,NULL,NULL,21824249
2010,MDA,Defense,2,1,0,0,2,NULL,NULL,22433638.48
2010,MDA,Defense,2,1,0,2,0,NULL,NULL,524671073.9
2010,MDA,Defense,2,1,1,1,0,NULL,NULL,17322340.13
2010,MDA,Defense,4,0,0,1,0,NULL,NULL,1174024.8
2010,MDA,Defense,4,0,0,2,2,NULL,NULL,132733273.4
2010,MDA,Defense,4,0,1,0,0,NULL,NULL,9105560
2010,MDA,Defense,4,1,0,0,0,NULL,NULL,6436944.87
2010,MDA,Defense,4,1,1,0,2,NULL,NULL,15793470.24
2010,MilitaryHealth,Defense,NULL,0,0,0,2,NULL,NULL,540161.76
2010,MilitaryHealth,Defense,NULL,0,0,2,0,NULL,NULL,6168286608
2010,Navy,Defense,NULL,0,0,1,0,NULL,NULL,780619189.9
2010,Navy,Defense,NULL,0,1,0,0,NULL,NULL,1663741462
2010,Navy,Defense,NULL,1,0,0,0,NULL,NULL,493290739.1
2010,Navy,Defense,2,0,0,0,2,1,1,7450144.49
2010,Navy,Defense,2,0,1,0,2,0,1,27098913
2010,Navy,Defense,2,0,1,1,0,1,1,1000000
2010,Navy,Defense,2,1,0,0,2,0,1,2301434.62
2010,Navy,Defense,2,1,0,2,0,0,1,160702
2010,Navy,Defense,2,1,1,0,0,1,1,281568
2010,Navy,Defense,4,0,1,0,0,0,1,1048169.96
2011,Air Force,Defense,2,0,0,1,0,NULL,NULL,608216943.9
2011,Air Force,Defense,2,0,0,2,2,NULL,NULL,1060026541
2011,Air Force,Defense,2,0,1,0,0,NULL,NULL,482801326.7
2011,Air Force,Defense,2,0,1,1,2,NULL,NULL,524554520.5
2011,Air Force,Defense,2,1,0,0,0,NULL,NULL,180788600.7
2011,Air Force,Defense,2,1,0,1,2,NULL,NULL,490566340.7
2011,Air Force,Defense,2,1,1,0,2,NULL,NULL,521954883.9
2011,Air Force,Defense,2,1,1,2,0,NULL,NULL,12363427.74
2011,Air Force,Defense,4,0,0,0,2,NULL,NULL,1425284053
2011,Air Force,Defense,4,0,0,2,0,NULL,NULL,701401951.9
2011,Air Force,Defense,4,0,1,1,0,NULL,NULL,101485882.9
2011,Air Force,Defense,4,0,1,2,2,NULL,NULL,183233219.8
2011,Air Force,Defense,4,1,0,1,0,NULL,NULL,124792106.8
2011,Air Force,Defense,4,1,0,2,2,NULL,NULL,244254403.4
2011,Air Force,Defense,4,1,1,0,0,NULL,NULL,549910734.7
2011,Air Force,Defense,4,1,1,1,2,NULL,NULL,1053155476
2011,Army,Defense,NULL,0,0,0,0,NULL,NULL,3860783387
2011,Army,Defense,2,0,0,1,0,1,1,16997535.91
2011,Army,Defense,2,0,0,2,2,1,1,12743786.54
2011,Army,Defense,2,0,1,0,2,0,0,-351787.24
2011,Army,Defense,2,1,0,0,0,1,1,11825335.04
2011,Army,Defense,2,1,0,1,2,1,1,41599600.22
2011,Army,Defense,2,1,1,0,2,1,1,0
2011,Army,Defense,4,0,0,0,2,1,1,450577943.4
2011,Army,Defense,4,0,0,2,0,1,1,639508.4
2011,Army,Defense,4,1,0,2,0,0,1,-2022153.8
2011,DLA,Defense,NULL,0,0,0,0,NULL,NULL,284104339.4
2011,DLA,Defense,NULL,0,0,1,2,NULL,NULL,553760193.7
2011,DLA,Defense,NULL,0,1,0,2,NULL,NULL,18895043726
2011,DLA,Defense,NULL,1,0,0,2,NULL,NULL,447926097.8
2011,DLA,Defense,NULL,1,0,2,0,NULL,NULL,0
2011,DLA,Defense,2,0,0,0,2,1,1,796977.82
2011,DLA,Defense,2,0,1,0,2,0,1,44282553.27
2011,DLA,Defense,2,1,1,1,2,1,1,6848625
2011,MDA,Defense,NULL,0,0,0,2,NULL,NULL,22923566.58
2011,MDA,Defense,NULL,0,0,2,0,NULL,NULL,889278041.2
2011,MDA,Defense,NULL,0,1,1,0,NULL,NULL,123296453.4
2011,MDA,Defense,NULL,1,0,1,0,NULL,NULL,121799135.3
2011,MDA,Defense,NULL,1,0,2,2,NULL,NULL,7118995
2011,MDA,Defense,NULL,1,1,0,0,NULL,NULL,115201356.2
2011,MDA,Defense,2,0,0,1,0,NULL,NULL,196950
2011,MDA,Defense,2,0,1,0,0,NULL,NULL,62782877.96
2011,MDA,Defense,2,1,0,0,0,NULL,NULL,6037052.39
2011,Navy,Defense,NULL,0,0,0,2,0,1,14227
2011,Navy,Defense,NULL,1,1,0,2,1,1,316968
2011,Navy,Defense,2,0,0,0,0,1,1,-333047
2011,Navy,Defense,2,0,1,0,0,0,1,10369262.67
2011,Navy,Defense,2,1,0,0,0,0,1,21007686
2011,Other DoD,Defense,4,0,1,2,2,NULL,NULL,146892926.6
2011,Other DoD,Defense,4,1,0,2,2,NULL,NULL,82818387.65
2011,Other DoD,Defense,4,1,1,1,2,NULL,NULL,6387452.89
2012,Air Force,Defense,NULL,1,1,2,2,NULL,NULL,24428261.82
2012,Air Force,Defense,2,0,0,0,2,NULL,NULL,2194059182
2012,Air Force,Defense,2,0,0,2,0,NULL,NULL,1564160145
2012,Air Force,Defense,2,0,1,1,0,NULL,NULL,131158386.6
2012,Air Force,Defense,2,1,0,1,0,NULL,NULL,326619117.8
2012,Air Force,Defense,2,1,1,0,0,NULL,NULL,136047454.3
2012,Air Force,Defense,4,0,0,0,0,NULL,NULL,403697499.7
2012,Army,Defense,NULL,0,0,0,2,0,0,10407510.01
2012,Army,Defense,4,1,1,2,2,NULL,NULL,32186249.5
2012,MDA,Defense,NULL,0,0,0,0,NULL,NULL,98086858.97
2012,MDA,Defense,NULL,0,0,1,2,NULL,NULL,1781929.67
2012,MDA,Defense,NULL,0,1,0,2,NULL,NULL,2193650.16
2012,MDA,Defense,NULL,0,1,2,0,NULL,NULL,123555253
2012,MDA,Defense,NULL,1,0,0,2,NULL,NULL,556989.03
2012,MDA,Defense,NULL,1,0,2,0,NULL,NULL,1665265015
2012,MDA,Defense,NULL,1,1,1,0,NULL,NULL,58736454.09
2012,MilitaryHealth,Defense,2,0,0,0,2,NULL,NULL,14100064.47
2012,MilitaryHealth,Defense,2,0,0,2,0,NULL,NULL,24675489.16
2012,MilitaryHealth,Defense,2,1,0,2,2,NULL,NULL,1326050.08
2012,MilitaryHealth,Defense,4,0,0,0,0,NULL,NULL,0
2012,MilitaryHealth,Defense,4,0,0,1,2,NULL,NULL,2839144.28
2012,MilitaryHealth,Defense,4,0,1,0,2,NULL,NULL,482416.55
2012,MilitaryHealth,Defense,4,0,1,2,0,NULL,NULL,355780
2012,MilitaryHealth,Defense,4,1,0,0,2,NULL,NULL,7634128.04
2012,MilitaryHealth,Defense,4,1,1,1,0,NULL,NULL,2633285
2012,Navy,Defense,NULL,0,0,0,2,1,1,566989.91
2012,Navy,Defense,NULL,1,0,0,2,0,1,-49178.55
2012,Navy,Defense,2,0,0,2,2,NULL,NULL,952861333.4
2012,Navy,Defense,2,0,1,1,2,NULL,NULL,280794248
2012,Navy,Defense,2,1,0,1,2,NULL,NULL,1201866043
2012,Navy,Defense,2,1,1,0,2,NULL,NULL,1367215798
2012,Navy,Defense,2,1,1,2,0,NULL,NULL,510455
2012,Navy,Defense,4,0,0,0,2,NULL,NULL,739893287.7
2012,Navy,Defense,4,0,0,2,0,NULL,NULL,2616699916
2012,Navy,Defense,4,0,1,1,0,NULL,NULL,84653402.07
2012,Navy,Defense,4,0,1,2,2,NULL,NULL,24377870.44
2012,Navy,Defense,4,1,0,1,0,NULL,NULL,1988655713
2012,Navy,Defense,4,1,0,2,2,NULL,NULL,7261718331
2012,Navy,Defense,4,1,1,0,0,NULL,NULL,459107185
2012,Navy,Defense,4,1,1,1,2,NULL,NULL,227053931.5
2012,Other DoD,Defense,2,0,0,0,2,NULL,NULL,651694239.2
2012,Other DoD,Defense,2,0,0,2,0,NULL,NULL,212043636.9
2012,Other DoD,Defense,2,0,1,1,0,NULL,NULL,97199013.99
2012,Other DoD,Defense,2,0,1,2,2,NULL,NULL,8821060.26
2012,Other DoD,Defense,2,1,0,1,0,NULL,NULL,1893613.81
2012,Other DoD,Defense,2,1,0,2,2,NULL,NULL,146663830.9
2012,Other DoD,Defense,2,1,1,0,0,NULL,NULL,-2854667.16
2012,Other DoD,Defense,2,1,1,1,2,NULL,NULL,-2392420.54
2012,Other DoD,Defense,4,0,0,0,0,NULL,NULL,292849454.2
2012,Other DoD,Defense,4,0,0,1,2,NULL,NULL,400552412.1
2012,Other DoD,Defense,4,0,1,0,2,NULL,NULL,960971740.2
2012,Other DoD,Defense,4,0,1,2,0,NULL,NULL,109283827.7
2012,Other DoD,Defense,4,1,0,0,2,NULL,NULL,84577668.54
2012,Other DoD,Defense,4,1,0,2,0,NULL,NULL,-4781857.18
2012,Other DoD,Defense,4,1,1,1,0,NULL,NULL,11918382.12
2012,Other DoD,Defense,4,1,1,2,2,NULL,NULL,-6580981.53
2013,Air Force,Defense,NULL,0,0,1,0,NULL,NULL,1445355641
2013,Air Force,Defense,NULL,0,0,2,2,NULL,NULL,1643350869
2013,Air Force,Defense,NULL,0,1,0,0,NULL,NULL,970797662.1
2013,Air Force,Defense,NULL,0,1,1,2,NULL,NULL,68193293.86
2013,Air Force,Defense,NULL,1,0,0,0,NULL,NULL,623166192.3
2013,Air Force,Defense,NULL,1,0,1,2,NULL,NULL,1682257915
2013,Air Force,Defense,NULL,1,1,0,2,NULL,NULL,396252433.5
2013,Army,Defense,NULL,1,1,0,0,NULL,NULL,950080144.1
2013,Army,Defense,2,0,0,0,2,NULL,NULL,2770817319
2013,Army,Defense,2,0,0,2,0,NULL,NULL,1069574457
2013,Army,Defense,2,0,1,1,0,NULL,NULL,56290759.11
2013,Army,Defense,2,0,1,2,2,NULL,NULL,197445399.3
2013,Army,Defense,2,1,0,1,0,NULL,NULL,136914751.6
2013,Army,Defense,2,1,0,2,2,NULL,NULL,11492795.06
2013,Army,Defense,2,1,1,0,0,NULL,NULL,212259289
2013,Army,Defense,2,1,1,1,2,NULL,NULL,79377422.59
2013,Army,Defense,4,0,0,0,0,NULL,NULL,6121165736
2013,Army,Defense,4,0,0,1,2,NULL,NULL,1056922756
2013,Army,Defense,4,0,1,0,2,NULL,NULL,1152089083
2013,Army,Defense,4,0,1,2,0,NULL,NULL,137687884.8
2013,Army,Defense,4,1,0,0,2,NULL,NULL,913820103.1
2013,Army,Defense,4,1,0,2,0,NULL,NULL,4351502.054
2013,Army,Defense,4,1,1,1,0,NULL,NULL,133772898.5
2013,Army,Defense,4,1,1,2,2,NULL,NULL,44074491.76
2013,DLA,Defense,NULL,0,0,0,2,NULL,NULL,3424820405
2013,DLA,Defense,NULL,0,0,2,0,NULL,NULL,14454626.94
2013,DLA,Defense,NULL,0,1,1,0,NULL,NULL,573558.6201
2013,DLA,Defense,NULL,0,1,2,2,NULL,NULL,436426608.4
2013,DLA,Defense,NULL,1,0,2,2,NULL,NULL,10776912.71
2013,DLA,Defense,NULL,1,1,0,0,NULL,NULL,-9941.72
2013,DLA,Defense,NULL,1,1,1,2,NULL,NULL,56308071.81
2013,DLA,Defense,2,0,0,0,2,NULL,NULL,1683888269
2013,DLA,Defense,2,0,0,2,0,NULL,NULL,28494302.14
2013,DLA,Defense,2,0,1,1,0,NULL,NULL,109500
2013,DLA,Defense,2,0,1,2,2,NULL,NULL,15129600.14
2013,DLA,Defense,2,1,0,1,0,NULL,NULL,0
